id_prod,ventes,price,categ,ca
0_1046,364.0,10.06,0.0,3661.84
0_1322,363.0,4.33,0.0,1571.79
0_1264,363.0,15.97,0.0,5797.110000000001
0_1288,363.0,9.55,0.0,3466.65
0_1321,361.0,15.99,0.0,5772.39
0_1281,360.0,12.99,0.0,4676.4
1_523,358.0,23.99,1.0,8588.42
1_536,358.0,11.21,1.0,4013.1800000000003
0_1254,356.0,5.22,0.0,1858.32
0_1292,355.0,9.8,0.0,3479.0000000000005
0_1261,355.0,8.99,0.0,3191.4500000000003
0_1175,352.0,8.99,0.0,3164.48
1_550,351.0,15.54,1.0,5454.54
0_1192,351.0,12.52,0.0,4394.5199999999995
0_1274,351.0,7.86,0.0,2758.86
2_13,350.0,50.99,2.0,17846.5
1_520,348.0,13.35,1.0,4645.8
0_1308,348.0,16.56,0.0,5762.879999999999
0_1289,347.0,12.99,0.0,4507.53
0_1313,346.0,13.99,0.0,4840.54
1_515,346.0,17.99,1.0,6224.539999999999
0_1176,345.0,7.65,0.0,2639.25
0_1162,345.0,17.56,0.0,6058.2
0_1258,344.0,17.94,0.0,6171.360000000001
1_524,343.0,22.02,1.0,7552.86
0_1052,342.0,3.79,0.0,1296.18
0_1259,341.0,11.99,0.0,4088.59
1_537,341.0,14.99,1.0,5111.59
0_1319,341.0,14.99,0.0,5111.59
0_1275,340.0,3.99,0.0,1356.6000000000001
0_1245,340.0,5.99,0.0,2036.6000000000001
2_7,340.0,69.99,2.0,23796.6
0_1188,339.0,14.94,0.0,5064.66
0_1193,339.0,9.99,0.0,3386.61
0_1195,339.0,6.99,0.0,2369.61
0_1170,338.0,4.19,0.0,1416.22
0_1181,335.0,11.99,0.0,4016.65
0_1196,335.0,6.51,0.0,2180.85
1_538,333.0,27.03,1.0,9000.99
0_1299,332.0,6.99,0.0,2320.6800000000003
2_10,332.0,60.37,2.0,20042.84
0_1182,331.0,19.88,0.0,6580.28
0_1282,331.0,5.67,0.0,1876.77
0_1307,329.0,18.99,0.0,6247.709999999999
1_521,329.0,22.99,1.0,7563.709999999999
0_1285,327.0,4.99,0.0,1631.73
1_535,327.0,13.99,1.0,4574.7300000000005
1_507,326.0,25.99,1.0,8472.74
0_1185,326.0,5.99,0.0,1952.74
1_533,326.0,11.99,1.0,3908.7400000000002
0_1243,326.0,15.99,0.0,5212.74
2_226,324.0,65.75,2.0,21303.0
0_1304,324.0,5.86,0.0,1898.64
2_140,323.0,42.48,2.0,13721.039999999999
0_1186,323.0,12.3,0.0,3972.9
0_1297,322.0,18.99,0.0,6114.78
0_1298,322.0,18.32,0.0,5899.04
0_1273,321.0,8.99,0.0,2885.79
1_527,321.0,19.99,1.0,6416.789999999999
0_1044,320.0,6.59,0.0,2108.8
0_1173,320.0,18.99,0.0,6076.799999999999
1_606,319.0,28.0,1.0,8932.0
1_529,317.0,17.99,1.0,5702.83
0_1199,317.0,14.99,0.0,4751.83
0_1226,316.0,9.97,0.0,3150.52
0_1306,315.0,16.22,0.0,5109.299999999999
0_1229,313.0,6.99,0.0,2187.87
2_12,313.0,57.91,2.0,18125.829999999998
0_1183,313.0,17.99,0.0,5630.87
0_1303,311.0,7.99,0.0,2484.89
1_534,311.0,13.43,1.0,4176.73
0_1309,311.0,18.99,0.0,5905.889999999999
1_505,311.0,16.99,1.0,5283.889999999999
1_589,311.0,20.99,1.0,6527.889999999999
2_1,311.0,56.99,2.0,17723.89
0_1294,310.0,3.28,0.0,1016.8
0_1224,310.0,14.56,0.0,4513.6
0_1293,309.0,11.99,0.0,3704.91
0_1230,309.0,12.83,0.0,3964.47
1_548,309.0,13.59,1.0,4199.31
0_1246,309.0,7.01,0.0,2166.09
0_1315,307.0,10.99,0.0,3373.9300000000003
0_1225,307.0,12.99,0.0,3987.9300000000003
0_1212,307.0,6.31,0.0,1937.1699999999998
0_1187,307.0,6.99,0.0,2145.9300000000003
2_19,307.0,69.99,2.0,21486.929999999997
1_516,306.0,24.24,1.0,7417.44
0_1174,305.0,3.52,0.0,1073.6
0_1238,305.0,14.66,0.0,4471.3
0_1295,304.0,10.99,0.0,3340.96
0_1644,304.0,4.77,0.0,1450.08
0_1209,303.0,8.99,0.0,2723.9700000000003
1_558,303.0,24.51,1.0,7426.530000000001
0_1172,301.0,10.71,0.0,3223.71
0_1190,300.0,6.63,0.0,1989.0
0_1250,300.0,5.17,0.0,1551.0
0_1236,300.0,19.79,0.0,5937.0
0_2074,300.0,8.88,0.0,2664.0000000000005
1_566,299.0,16.95,1.0,5068.05
0_1291,299.0,16.99,0.0,5080.009999999999
0_1201,299.0,10.99,0.0,3286.01
0_1208,299.0,5.65,0.0,1689.3500000000001
2_227,299.0,50.99,2.0,15246.01
1_530,298.0,18.55,1.0,5527.900000000001
0_1316,298.0,7.2,0.0,2145.6
0_1198,298.0,11.59,0.0,3453.82
0_2060,297.0,5.48,0.0,1627.5600000000002
1_506,297.0,13.65,1.0,4054.05
0_2085,297.0,11.99,0.0,3561.03
1_601,295.0,21.99,1.0,6487.049999999999
0_1227,294.0,4.99,0.0,1467.0600000000002
0_1206,294.0,4.33,0.0,1273.02
1_597,294.0,29.99,1.0,8817.06
0_1180,293.0,14.25,0.0,4175.25
1_598,292.0,14.05,1.0,4102.6
0_2095,292.0,12.99,0.0,3793.08
0_1290,292.0,11.57,0.0,3378.44
0_1301,292.0,5.99,0.0,1749.0800000000002
1_593,292.0,20.99,1.0,6129.08
0_1222,291.0,6.99,0.0,2034.0900000000001
0_2076,291.0,11.39,0.0,3314.4900000000002
0_2100,287.0,6.66,0.0,1911.42
0_1197,286.0,6.99,0.0,1999.14
0_1220,283.0,12.98,0.0,3673.34
0_1184,283.0,4.1,0.0,1160.3
0_1242,282.0,7.97,0.0,2247.54
0_1218,281.0,3.32,0.0,932.92
1_599,281.0,12.99,1.0,3650.19
0_1178,280.0,10.13,0.0,2836.4
1_607,280.0,26.99,1.0,7557.2
0_1169,279.0,9.99,0.0,2787.21
1_596,278.0,11.12,1.0,3091.3599999999997
2_127,278.0,68.99,2.0,19179.219999999998
0_1646,277.0,14.85,0.0,4113.45
0_1311,277.0,18.99,0.0,5260.23
0_2075,277.0,8.99,0.0,2490.23
0_2069,277.0,17.99,0.0,4983.23
0_1202,276.0,4.83,0.0,1333.08
0_2128,275.0,3.64,0.0,1001.0
0_2078,273.0,14.6,0.0,3985.7999999999997
1_582,272.0,27.61,1.0,7509.92
0_2235,271.0,13.99,0.0,3791.29
0_1234,271.0,7.29,0.0,1975.59
0_2058,270.0,5.52,0.0,1490.3999999999999
0_1177,269.0,4.99,0.0,1342.31
0_2099,269.0,7.99,0.0,2149.31
2_115,269.0,50.99,2.0,13716.310000000001
2_26,269.0,42.51,2.0,11435.189999999999
0_1223,269.0,5.99,0.0,1611.31
0_2080,268.0,12.76,0.0,3419.68
0_1200,268.0,13.9,0.0,3725.2000000000003
0_1168,267.0,11.91,0.0,3179.9700000000003
1_580,267.0,21.09,1.0,5631.03
0_1205,267.0,10.99,0.0,2934.33
0_2096,266.0,14.84,0.0,3947.44
0_1643,266.0,16.99,0.0,4519.339999999999
0_2072,265.0,4.62,0.0,1224.3
0_2129,264.0,5.99,0.0,1581.3600000000001
1_167,263.0,10.99,1.0,2890.37
1_570,263.0,18.49,1.0,4862.87
0_2131,262.0,8.99,0.0,2355.38
0_1189,261.0,17.99,0.0,4695.389999999999
0_1642,261.0,14.78,0.0,3857.58
0_2063,261.0,7.99,0.0,2085.39
0_1219,259.0,3.99,0.0,1033.41
1_508,259.0,21.92,1.0,5677.280000000001
0_2132,259.0,4.07,0.0,1054.13
1_532,259.0,11.32,1.0,2931.88
0_1997,258.0,3.99,0.0,1029.42
1_510,258.0,26.93,1.0,6947.94
1_579,258.0,23.99,1.0,6189.419999999999
0_2064,255.0,9.85,0.0,2511.75
0_2000,253.0,4.84,0.0,1224.52
1_581,252.0,20.99,1.0,5289.48
0_1228,252.0,3.55,0.0,894.5999999999999
1_588,252.0,12.62,1.0,3180.24
0_2053,252.0,14.99,0.0,3777.48
0_1179,252.0,5.99,0.0,1509.48
0_2124,251.0,10.29,0.0,2582.79
1_592,249.0,23.68,1.0,5896.32
0_1210,249.0,16.44,0.0,4093.5600000000004
1_568,249.0,19.35,1.0,4818.150000000001
0_2044,247.0,5.28,0.0,1304.16
0_1207,247.0,16.99,0.0,4196.53
0_2083,246.0,6.99,0.0,1719.54
0_2127,246.0,12.99,0.0,3195.54
0_2119,246.0,9.99,0.0,2457.54
0_1999,246.0,12.99,0.0,3195.54
2_162,246.0,102.82,2.0,25293.719999999998
0_2092,245.0,14.17,0.0,3471.65
0_2018,244.0,4.69,0.0,1144.3600000000001
1_245,244.0,23.99,1.0,5853.5599999999995
0_2079,243.0,9.99,0.0,2427.57
0_2108,242.0,8.82,0.0,2134.44
0_2106,242.0,13.94,0.0,3373.48
0_2013,242.0,9.99,0.0,2417.58
0_2061,241.0,9.99,0.0,2407.59
0_2077,241.0,3.99,0.0,961.59
1_559,241.0,24.99,1.0,6022.589999999999
2_116,240.0,46.31,2.0,11114.400000000001
0_2105,239.0,5.99,0.0,1431.6100000000001
1_170,239.0,14.22,1.0,3398.58
1_551,237.0,14.99,1.0,3552.63
1_165,237.0,17.99,1.0,4263.629999999999
0_2002,237.0,19.16,0.0,4540.92
1_560,236.0,18.18,1.0,4290.48
0_2066,236.0,14.7,0.0,3469.2
1_583,236.0,16.99,1.0,4009.6399999999994
0_2019,236.0,7.99,0.0,1885.64
1_565,236.0,19.99,1.0,4717.639999999999
1_572,236.0,19.95,1.0,4708.2
0_2123,234.0,9.99,0.0,2337.66
0_2006,233.0,13.11,0.0,3054.6299999999997
0_2048,233.0,11.84,0.0,2758.72
0_1987,232.0,6.99,0.0,1621.68
0_2049,232.0,5.99,0.0,1389.68
0_2007,230.0,9.99,0.0,2297.7000000000003
1_556,229.0,24.47,1.0,5603.63
1_57,229.0,11.99,1.0,2745.71
0_2110,229.0,7.04,0.0,1612.16
0_2001,228.0,7.99,0.0,1821.72
1_585,228.0,19.99,1.0,4557.719999999999
2_166,228.0,230.04,2.0,52449.119999999995
0_2062,227.0,16.01,0.0,3634.2700000000004
1_738,227.0,18.73,1.0,4251.71
0_2057,227.0,8.99,0.0,2040.73
0_2086,227.0,3.61,0.0,819.47
0_2122,227.0,17.76,0.0,4031.5200000000004
1_162,227.0,19.58,1.0,4444.66
0_2118,226.0,7.23,0.0,1633.98
1_52,226.0,14.04,1.0,3173.04
0_2045,226.0,10.99,0.0,2483.7400000000002
0_1216,225.0,19.75,0.0,4443.75
0_1204,224.0,3.44,0.0,770.56
0_2068,224.0,18.57,0.0,4159.68
0_2084,223.0,10.8,0.0,2408.4
0_2065,222.0,7.99,0.0,1773.78
0_2009,221.0,3.99,0.0,881.7900000000001
0_2102,221.0,7.06,0.0,1560.26
0_2038,221.0,4.39,0.0,970.1899999999999
0_2245,221.0,11.73,0,2592.33
0_2256,219.0,7.2,0.0,1576.8
0_2021,218.0,12.99,0.0,2831.82
0_2111,218.0,12.99,0.0,2831.82
1_189,218.0,13.99,1.0,3049.82
0_2090,218.0,11.46,0.0,2498.28
0_2301,217.0,4.99,0.0,1082.8300000000002
0_2113,217.0,12.99,0.0,2818.83
1_53,217.0,28.99,1.0,6290.83
2_148,216.0,64.85,2.0,14007.599999999999
0_2003,216.0,6.99,0.0,1509.8400000000001
0_2266,216.0,7.7,0.0,1663.2
0_2029,216.0,3.99,0.0,861.84
0_2011,215.0,16.99,0.0,3652.8499999999995
0_1994,215.0,4.98,0.0,1070.7
1_567,215.0,11.99,1.0,2577.85
0_2116,215.0,13.14,0.0,2825.1
0_2047,215.0,5.99,0.0,1287.8500000000001
0_2103,214.0,8.99,0.0,1923.8600000000001
0_2054,214.0,10.58,0.0,2264.12
0_2126,214.0,17.36,0.0,3715.04
0_2098,213.0,14.37,0.0,3060.81
2_169,213.0,111.99,2.0,23853.87
0_2133,212.0,3.99,0.0,845.88
1_54,212.0,18.88,1.0,4002.56
2_161,210.0,113.99,2.0,23937.899999999998
0_2104,210.0,7.98,0.0,1675.8000000000002
0_2089,210.0,12.99,0.0,2727.9
0_2012,210.0,3.69,0.0,774.9
0_2041,209.0,15.99,0.0,3341.91
0_2135,209.0,4.99,0.0,1042.91
0_2020,209.0,10.01,0.0,2092.09
0_1984,209.0,5.7,0.0,1191.3
1_91,208.0,20.99,1.0,4365.92
0_2093,208.0,9.99,0.0,2077.92
1_166,208.0,15.81,1.0,3288.48
0_2244,208.0,8.37,0.0,1740.9599999999998
1_61,207.0,18.99,1.0,3930.93
0_2043,207.0,13.99,0.0,2895.93
1_157,207.0,26.99,1.0,5586.929999999999
0_2264,206.0,9.93,0.0,2045.58
0_2258,206.0,5.8,0.0,1194.8
0_2026,206.0,5.56,0.0,1145.36
0_2042,206.0,6.59,0.0,1357.54
0_1985,206.0,5.99,0.0,1233.94
0_2008,206.0,15.97,0.0,3289.82
1_241,205.0,21.99,1.0,4507.95
1_191,205.0,16.99,1.0,3482.95
1_173,204.0,15.99,1.0,3261.96
1_186,204.0,10.64,1.0,2170.56
2_120,204.0,42.19,2.0,8606.76
0_2005,202.0,7.99,0.0,1613.98
1_160,202.0,18.21,1.0,3678.42
0_2165,201.0,15.99,0.0,3213.9900000000002
0_2059,201.0,12.99,0.0,2610.9900000000002
1_576,201.0,17.2,1.0,3457.2
1_188,200.0,12.54,1.0,2508.0
0_2239,199.0,5.99,0.0,1192.01
0_2115,199.0,4.99,0.0,993.01
0_2134,199.0,5.57,0.0,1108.43
0_2052,199.0,8.87,0.0,1765.1299999999999
0_2117,198.0,6.99,0.0,1384.02
0_2039,198.0,6.99,0.0,1384.02
0_2300,198.0,17.99,0.0,3562.0199999999995
0_1980,198.0,3.15,0.0,623.6999999999999
1_92,198.0,11.03,1.0,2183.94
0_2030,198.0,13.4,0.0,2653.2000000000003
0_2293,197.0,4.99,0.0,983.0300000000001
0_2234,197.0,10.67,0.0,2101.99
0_2114,197.0,6.06,0.0,1193.82
0_2037,196.0,14.99,0.0,2938.04
0_2276,196.0,18.95,0.0,3714.2
0_2109,196.0,12.99,0.0,2546.04
0_2232,196.0,8.94,0.0,1752.24
0_1992,196.0,14.42,0.0,2826.32
0_2023,195.0,14.99,0.0,2923.05
0_2107,195.0,5.99,0.0,1168.05
0_2022,195.0,7.73,0.0,1507.3500000000001
0_1989,195.0,3.99,0.0,778.0500000000001
0_2024,195.0,15.56,0.0,3034.2000000000003
0_2004,194.0,10.38,0.0,2013.7200000000003
0_2305,194.0,3.99,0.0,774.0600000000001
1_183,193.0,24.99,1.0,4823.07
2_237,193.0,40.99,2.0,7911.070000000001
0_2291,193.0,12.99,0.0,2507.07
0_2233,192.0,19.99,0.0,3838.08
0_2034,192.0,9.64,0.0,1850.88
0_2267,191.0,18.99,0.0,3627.0899999999997
0_2246,191.0,6.3,0.0,1203.3
1_34,191.0,27.77,1.0,5304.07
1_158,190.0,22.17,1.0,4212.3
0_2033,190.0,14.99,0.0,2848.1
0_2303,190.0,11.99,0.0,2278.1
0_2035,190.0,17.99,0.0,3418.1
0_2171,190.0,4.99,0.0,948.1
2_167,189.0,236.99,2.0,44791.11
0_2259,186.0,7.99,0.0,1486.14
1_192,186.0,21.61,1.0,4019.46
0_1983,185.0,4.99,0.0,923.1500000000001
0_1982,185.0,8.99,0.0,1663.15
0_2299,185.0,3.99,0.0,738.1500000000001
0_2028,185.0,13.37,0.0,2473.45
2_168,184.0,104.76,2.0,19275.84
1_56,184.0,13.98,1.0,2572.32
0_2255,184.0,13.99,0.0,2574.16
0_2176,184.0,13.05,0.0,2401.2000000000003
0_2156,183.0,4.63,0.0,847.29
1_169,183.0,19.99,1.0,3658.1699999999996
2_136,183.0,103.92,2.0,19017.36
0_1981,183.0,5.99,0.0,1096.17
0_2236,183.0,16.17,0.0,2959.11
0_2192,182.0,16.87,0.0,3070.34
0_2248,182.0,19.58,0.0,3563.5599999999995
0_2188,181.0,14.65,0.0,2651.65
0_2148,181.0,7.32,0.0,1324.92
1_98,180.0,22.59,1.0,4066.2
0_1988,180.0,9.86,0.0,1774.8
0_2056,180.0,5.13,0.0,923.4
1_190,179.0,14.53,1.0,2600.87
1_63,179.0,16.99,1.0,3041.2099999999996
0_2136,179.0,16.42,0.0,2939.1800000000003
0_2222,179.0,3.33,0.0,596.07
2_156,178.0,188.48,2.0,33549.439999999995
0_2154,178.0,8.15,0.0,1450.7
2_139,178.0,82.99,2.0,14772.22
0_2241,177.0,10.99,0.0,1945.23
0_1977,177.0,5.99,0.0,1060.23
2_170,176.0,115.93,2.0,20403.68
0_2240,176.0,3.67,0.0,645.92
1_41,176.0,11.99,1.0,2110.2400000000002
0_2238,176.0,19.23,0.0,3384.48
1_39,176.0,12.99,1.0,2286.2400000000002
0_2025,175.0,8.99,0.0,1573.25
2_138,175.0,84.02,2.0,14703.5
1_187,174.0,26.99,1.0,4696.259999999999
2_137,174.0,83.99,2.0,14614.259999999998
0_2277,174.0,10.99,0.0,1912.26
0_2213,173.0,10.99,0.0,1901.27
0_2231,173.0,13.99,0.0,2420.27
0_2211,173.0,9.99,0.0,1728.27
1_50,173.0,20.93,1.0,3620.89
1_43,173.0,23.99,1.0,4150.2699999999995
0_2272,172.0,7.98,0.0,1372.5600000000002
0_1767,172.0,12.99,0.0,2234.28
0_2285,172.0,16.99,0.0,2922.2799999999997
1_126,172.0,18.6,1.0,3199.2000000000003
0_2229,171.0,4.99,0.0,853.2900000000001
1_49,170.0,28.99,1.0,4928.3
0_2281,170.0,14.99,0.0,2548.3
2_165,170.0,71.99,2.0,12238.3
0_2251,170.0,14.99,0.0,2548.3
0_2284,169.0,5.69,0.0,961.61
0_1996,169.0,19.48,0.0,3292.12
1_164,169.0,21.64,1.0,3657.1600000000003
0_2243,168.0,8.99,0.0,1510.32
1_64,168.0,19.81,1.0,3328.08
1_161,168.0,23.99,1.0,4030.3199999999997
0_2050,168.0,3.4,0.0,571.1999999999999
0_2304,168.0,15.86,0.0,2664.48
1_100,167.0,15.13,1.0,2526.71
0_2152,167.0,16.69,0.0,2787.23
0_1745,166.0,4.99,0.0,828.34
0_2269,166.0,6.99,0.0,1160.3400000000001
0_2274,166.0,5.91,0.0,981.0600000000001
0_2209,165.0,8.99,0.0,1483.3500000000001
1_103,165.0,20.99,1.0,3463.35
0_2261,165.0,6.99,0.0,1153.3500000000001
0_2228,165.0,13.06,0.0,2154.9
0_2190,165.0,8.22,0.0,1356.3000000000002
1_60,165.0,26.46,1.0,4365.900000000001
1_44,164.0,14.49,1.0,2376.36
1_75,164.0,23.99,1.0,3934.3599999999997
0_2162,164.0,3.03,0.0,496.91999999999996
0_2307,164.0,6.99,0.0,1146.3600000000001
1_142,164.0,17.76,1.0,2912.6400000000003
0_2227,163.0,4.99,0.0,813.37
0_1773,163.0,10.99,0.0,1791.3700000000001
0_2145,163.0,10.99,0.0,1791.3700000000001
0_2292,163.0,9.87,0.0,1608.81
0_1777,163.0,18.99,0.0,3095.37
0_2282,162.0,13.71,0.0,2221.02
0_2230,162.0,15.02,0.0,2433.24
0_2270,160.0,16.58,0.0,2652.7999999999997
0_1976,160.0,13.4,0.0,2144.0
2_143,160.0,78.99,2.0,12638.4
0_2290,160.0,8.8,0.0,1408.0
0_2137,159.0,15.99,0.0,2542.41
1_97,159.0,23.99,1.0,3814.41
0_1916,157.0,4.05,0.0,635.85
0_1768,157.0,8.92,0.0,1400.44
1_179,157.0,15.99,1.0,2510.43
0_2279,157.0,9.99,0.0,1568.43
0_2208,157.0,10.95,0.0,1719.1499999999999
0_2172,157.0,3.88,0.0,609.16
0_2173,156.0,9.99,0.0,1558.44
2_146,156.0,115.3,2.0,17986.8
0_1742,156.0,10.12,0.0,1578.7199999999998
0_2161,156.0,10.99,0.0,1714.44
0_2174,155.0,4.0,0.0,620.0
0_2254,154.0,9.2,0.0,1416.8
0_2179,153.0,7.99,0.0,1222.47
0_2191,153.0,6.99,0.0,1069.47
1_62,153.0,22.79,1.0,3486.87
0_2150,153.0,9.8,0.0,1499.4
0_2221,153.0,4.99,0.0,763.47
0_2151,153.0,16.99,0.0,2599.47
1_84,153.0,14.04,1.0,2148.12
2_145,152.0,103.99,2.0,15806.48
0_2271,152.0,13.99,0.0,2126.48
1_116,152.0,12.88,1.0,1957.7600000000002
0_2187,151.0,7.99,0.0,1206.49
1_152,151.0,11.06,1.0,1670.0600000000002
0_2210,151.0,15.1,0.0,2280.1
0_2218,151.0,3.27,0.0,493.77
0_2130,150.0,18.24,0.0,2735.9999999999995
1_30,150.0,20.85,1.0,3127.5
0_2219,150.0,14.99,0.0,2248.5
0_1761,150.0,7.99,0.0,1198.5
1_95,150.0,21.99,1.0,3298.4999999999995
1_129,150.0,18.99,1.0,2848.4999999999995
0_1975,150.0,7.99,0.0,1198.5
2_144,149.0,157.42,2.0,23455.579999999998
0_2215,149.0,3.99,0.0,594.51
0_2164,148.0,4.29,0.0,634.92
2_150,148.0,157.63,2.0,23329.239999999998
0_2207,148.0,7.99,0.0,1182.52
0_2168,148.0,11.17,0.0,1653.16
0_2180,147.0,16.28,0.0,2393.1600000000003
0_2296,147.0,16.95,0.0,2491.65
2_147,147.0,181.99,2.0,26752.530000000002
0_2167,147.0,15.99,0.0,2350.53
0_1804,147.0,16.95,0.0,2491.65
0_2286,146.0,6.1,0.0,890.5999999999999
0_1758,146.0,12.64,0.0,1845.44
0_2223,146.0,4.99,0.0,728.5400000000001
1_45,145.0,26.99,1.0,3913.5499999999997
1_153,144.0,22.99,1.0,3310.56
0_1791,144.0,11.99,0.0,1726.56
0_2178,144.0,9.22,0.0,1327.68
0_2194,144.0,6.57,0.0,946.08
0_2224,144.0,17.19,0.0,2475.36
0_2289,143.0,17.99,0.0,2572.5699999999997
2_153,142.0,139.99,2.0,19878.58
1_202,142.0,19.96,1.0,2834.32
2_158,142.0,247.22,2.0,35105.24
1_73,142.0,19.99,1.0,2838.58
2_172,142.0,158.17,2.0,22460.14
1_90,141.0,24.19,1.0,3410.79
0_2183,141.0,8.99,0.0,1267.59
0_1659,141.0,9.99,0.0,1408.59
0_1786,140.0,19.2,0.0,2688.0
0_2216,140.0,4.56,0.0,638.4
0_2298,140.0,19.47,0.0,2725.7999999999997
1_105,139.0,10.99,1.0,1527.6100000000001
0_2146,138.0,11.14,0.0,1537.3200000000002
0_2175,138.0,18.99,0.0,2620.62
0_2283,138.0,8.99,0.0,1240.6200000000001
0_1744,138.0,11.92,0.0,1644.96
0_1965,138.0,4.99,0.0,688.62
0_1974,138.0,4.74,0.0,654.12
1_134,137.0,13.0,1.0,1781.0
1_85,137.0,22.99,1.0,3149.6299999999997
1_32,137.0,14.79,1.0,2026.2299999999998
0_2184,137.0,10.36,0.0,1419.32
0_1788,136.0,8.34,0.0,1134.24
0_2212,136.0,6.75,0.0,918.0
0_1746,135.0,9.02,0.0,1217.7
0_1752,135.0,5.99,0.0,808.65
0_1681,135.0,13.99,0.0,1888.65
1_94,134.0,27.11,1.0,3632.74
0_1784,134.0,19.84,0.0,2658.56
0_1821,134.0,13.99,0.0,1874.66
2_154,133.0,96.74,2.0,12866.42
1_147,133.0,28.99,1.0,3855.6699999999996
0_1823,133.0,3.99,0.0,530.6700000000001
0_1760,133.0,9.09,0.0,1208.97
2_157,132.0,142.99,2.0,18874.68
0_1725,132.0,14.99,0.0,1978.68
0_1815,132.0,8.99,0.0,1186.68
0_1727,132.0,10.99,0.0,1450.68
0_1755,132.0,8.99,0.0,1186.68
1_109,132.0,22.99,1.0,3034.68
0_1738,131.0,7.69,0.0,1007.3900000000001
0_1666,131.0,8.78,0.0,1150.1799999999998
0_1704,131.0,11.61,0.0,1520.9099999999999
0_1809,129.0,13.99,0.0,1804.71
0_1932,129.0,3.27,0.0,421.83
0_1811,128.0,4.99,0.0,638.72
0_1799,128.0,9.99,0.0,1278.72
1_93,128.0,22.99,1.0,2942.72
0_1787,128.0,4.99,0.0,638.72
0_2202,128.0,8.12,0.0,1039.36
0_1908,127.0,15.21,0.0,1931.67
0_1743,127.0,5.99,0.0,760.73
0_1816,127.0,7.33,0.0,930.91
0_1657,127.0,14.99,0.0,1903.73
1_137,127.0,12.99,1.0,1649.73
0_1812,127.0,7.51,0.0,953.77
0_2268,126.0,17.57,0.0,2213.82
0_2163,126.0,4.99,0.0,628.74
0_1756,126.0,14.67,0.0,1848.42
0_1730,126.0,5.03,0.0,633.7800000000001
0_1723,125.0,8.99,0.0,1123.75
0_1798,125.0,17.34,0.0,2167.5
0_2196,124.0,12.34,0.0,1530.16
0_2141,124.0,11.99,0.0,1486.76
1_172,124.0,26.77,1.0,3319.48
2_151,123.0,156.99,2.0,19309.77
0_1754,123.0,15.2,0.0,1869.6
0_1931,123.0,4.99,0.0,613.77
1_150,123.0,22.42,1.0,2757.6600000000003
0_1684,123.0,17.81,0.0,2190.6299999999997
1_130,123.0,11.14,1.0,1370.22
0_1753,123.0,10.99,0.0,1351.77
0_1797,123.0,15.99,0.0,1966.77
0_2199,122.0,12.99,0.0,1584.78
0_1741,121.0,17.99,0.0,2176.79
0_1652,121.0,10.7,0.0,1294.6999999999998
1_208,121.0,14.99,1.0,1813.79
0_1750,121.0,7.42,0.0,897.8199999999999
0_1734,121.0,15.33,0.0,1854.93
0_1748,120.0,16.8,0.0,2016.0
0_1769,120.0,6.99,0.0,838.8000000000001
0_1747,120.0,3.99,0.0,478.8
0_2186,120.0,4.2,0.0,504.0
0_1911,120.0,12.99,0.0,1558.8
1_107,120.0,10.99,1.0,1318.8
0_1795,120.0,17.99,0.0,2158.7999999999997
0_1781,119.0,5.99,0.0,712.8100000000001
1_83,119.0,16.99,1.0,2021.8099999999997
1_25,119.0,15.99,1.0,1902.81
0_2182,119.0,16.09,0.0,1914.71
1_587,119.0,4.99,1.0,593.8100000000001
0_1772,119.0,18.48,0.0,2199.12
0_1779,118.0,17.99,0.0,2122.8199999999997
0_2139,118.0,4.99,0.0,588.82
0_1663,118.0,5.99,0.0,706.82
1_11,118.0,39.99,1.0,4718.820000000001
0_1807,118.0,14.99,0.0,1768.82
0_1691,118.0,14.99,0.0,1768.82
0_1722,118.0,3.78,0.0,446.03999999999996
0_1792,118.0,8.79,0.0,1037.2199999999998
0_1658,118.0,5.01,0.0,591.18
0_1793,118.0,3.99,0.0,470.82000000000005
1_201,117.0,23.99,1.0,2806.83
0_2140,117.0,12.47,0.0,1458.99
0_1680,117.0,18.0,0.0,2106.0
0_2203,117.0,3.99,0.0,466.83000000000004
0_1702,116.0,13.13,0.0,1523.0800000000002
0_1919,116.0,6.99,0.0,810.84
0_1736,116.0,3.83,0.0,444.28000000000003
0_1694,116.0,7.65,0.0,887.4000000000001
0_1789,115.0,4.99,0.0,573.85
1_22,115.0,29.33,1.0,3372.95
0_1709,115.0,5.99,0.0,688.85
1_80,115.0,28.66,1.0,3295.9
1_99,115.0,21.99,1.0,2528.85
0_1654,115.0,14.13,0.0,1624.95
0_1930,115.0,5.97,0.0,686.55
0_1729,114.0,14.99,0.0,1708.8600000000001
1_19,114.0,18.99,1.0,2164.8599999999997
0_1775,114.0,6.99,0.0,796.86
0_2198,114.0,12.14,0.0,1383.96
0_1669,114.0,6.99,0.0,796.86
0_1818,114.0,8.99,0.0,1024.8600000000001
0_1672,114.0,18.25,0.0,2080.5
1_12,113.0,18.19,1.0,2055.4700000000003
1_225,113.0,18.99,1.0,2145.87
1_213,113.0,19.99,1.0,2258.87
2_152,113.0,34.23,2.0,3867.99
0_1973,113.0,3.99,0.0,450.87
1_232,113.0,12.22,1.0,1380.8600000000001
0_1678,112.0,13.83,0.0,1548.96
0_2205,112.0,15.99,0.0,1790.88
0_1808,112.0,7.75,0.0,868.0
0_1782,112.0,11.13,0.0,1246.5600000000002
